msno,city,registered_via,registration_init_time,expiration_date,genre_1,genre_2,genre_repeat_top1,genre_repeat_top2,lang1,lang2,lang_repeat_top1,lang_repeat_top2,artist_name1,artist_name2
viaKRA9OBXW0th4ZEDahp/2DBAvSzoI06FSiJiL8++U=,4,7,20101015,20170930,465,1609,1616,1,52,31,52,31,Alan Walker,Various Artists
3Fon0hzBWdVO7DVTKz53Hcu17+pCEVOMVNDRAsKx7b8=,22,3,20150622,20170612,465,458,1,458,3,52,3,NA,費玉清,Eric 周興哲
9+wBtS5jxYNS6ZTS8QmPWzvvwQ6HBo48S2Xuvd/oZnU=,13,7,20101215,20180208,465,444,444,786,3,31,3,31,SUPER JUNIOR,蕭敬騰 (Jam Hsiao)
6ljIkqsXGy8bBV9Bz0nNUIUG2Ja6OqekFyZ1wUHcWXo=,1,7,20120609,20170917,458,465,1,465,3,31,3,NA,周杰倫 (Jay Chou),RAIN (정지훈)
0/mhIDZ4qpauIi6QmNPY3/eU9zIkBZDUoKrlKeGi0aQ=,13,4,20160304,20181002,465,458,465,1572,3,52,3,52,Various Artists,A-Lin
uFBXbo08ViTpCZnVJkN6MIkoEfH6ZtTetB1UOzQmUZs=,18,7,20151103,20171002,465,458,10,921,3,31,3,31,周杰倫 (Jay Chou),io樂團 (io)
ezIVljNBCvLN441guIRlVjN2D7NZfw7LrfAbg3DH3RE=,13,9,20110124,20170930,465,458,921,1,3,NA,3,NA,A-Lin,Various Artists
N/bINnb7b56ZfwnlaWYGsKPmaK1enfGUhDwGR66lWSc=,4,7,20150105,20171004,465,458,921,465,3,52,3,52,Various Artists,薛之謙
sw3fiUMaAc8r7zaSt0YkUhIJ5J6gjp4KVt3wCu/t+QY=,4,7,20160111,20171002,921,458,21,465,3,31,3,31,Various Artists,五月天 (Mayday)
yxlnglz+x2jb2NoLjEWdSv5RUxAKXLiE+3A65z5LSsE=,9,3,20151128,20170930,1259,465,444,1259,52,3,31,52,The Weeknd,BIGBANG
7y22G5AglFw7peko+0ptk5rbv7k7OCLpWhOBctIVK+U=,21,3,20150506,20170516,458,465,1609,458,3,52,3,52,周湯豪 (NICKTHEREAL),五月天 (Mayday)
N2USu8uJw1+7K9etcLpst1f8EmwuxiSfT+OGhKM4MsE=,14,9,20070906,20180302,465,458,465,458,3,52,3,52,Ed Sheeran,唐漢霄
vSQvRm0MYIC60hLYNUybsxj13wLIWhX6x/y6OS4Ck6Q=,13,3,20150125,20170930,465,458,465,1259,3,52,3,52,林俊傑 (JJ Lin),周杰倫 (Jay Chou)
0cR2+5nrxsee9Cgr7h+qMH/O4EOfA6g7Xtg0ozTRsYE=,1,7,20160301,20170917,465,458,850,921,3,10,3,10,花兒 (林佳音),莊心妍
B7fMlCckpy8U4aQHr7VyBcCoxfKTtHrFYiPFSwPh7J4=,13,9,20100719,20170108,465,1609,359,921,52,3,52,3,Ayumi Hamasaki (浜崎あゆみ),Various Artists
LSLOkmy9Wljgw4HHHmsC8sLvbuV0Awyd/kHOc9TRjXE=,1,7,20131003,20170923,465,864,5,940,17,52,17,52,ポジティブ思考,V.K
F0ixG2vxGpUPSENcr46hP4zkTMCduGlBa2Gd9/Ey1PE=,13,9,20141010,20170917,465,458,2157,921,3,31,3,10,霹靂布袋戲劇集原聲帶,五月天 (Mayday)
YlcGg06EyehY+ResQEClgaXT+IlomWfP0KOiixFoQr0=,1,3,20150916,20170927,465,458,921,465,3,17,3,NA,TFBOYS,八三夭 (The Last Day of Summer 831)
6ZmR3KYOi8xNSInGRRQilxUQBvGiL9wGZSJKuraPEo0=,1,3,20130330,20170911,458,465,359,1572,3,52,3,52,The Chainsmokers,Alan Walker
tYB8pFRaBxMRFtFgYikNFcoj/s0/ckHouoNr9zmtsYg=,1,7,20151018,20170918,465,458,2,1616,3,52,3,52,五月天 (Mayday),徐佳瑩 (Lala Hsu)
//4hBneqk/4/TtgL1XXQ+eKx7fJTeSvSNt0ktxjSIYE=,12,3,20141028,20170808,465,359,430,451,52,3,52,3,Alex Goot,Shawn Mendes
2JcDdMYbehvZOY9JTbGaIFRkHNqLBq/Ou/Rwf31jZ04=,1,4,20161106,20161113,465,921,921,1609,31,3,31,NA,Various Artists,A-Lin
uQEWR/om7MLohSRYJQqoUBhDi/3u+/RMnz0Ht8CcyQk=,1,7,20161118,20170917,2122,465,388,444,52,17,52,17,Chet Baker,Joe Pass
zW/VXfq1fiCHY0vG7KogkH+Jgf7U4MbfPgee1zLxAA4=,1,4,20170122,20170125,458,465,458,458,3,52,3,52,Various Artists,楊洋 (Yang Yang)
I8VMMIIYkckN/X9U1J++em3x3z9hbqSUeLqjSA0iwn8=,1,7,20160820,20170227,465,1152,60,786,3,10,3,10,2014情歌對唱專輯,春妹
jMBxAM/SSgts++dsy2jMYccx+SSOIvt524tFeMC9Wf0=,13,4,20161217,20161220,465,458,921,42,3,10,3,NA,林俊傑 (JJ Lin),周杰倫 (Jay Chou)
/kFdEFK+4mhAoYDkkoZqBr2MOYIomNtVxYGSYZPdEJg=,1,4,20170124,20170127,465,458,2,458,52,3,52,NA,The Age Of Innocence,Under Lover (地下情人)
usyK+N3NtgC5dWe00/NbABsXCgPQjLhxRfDZdh8xi9U=,1,7,20161208,20171007,465,458,1259,6,3,31,3,NA,周杰倫 (Jay Chou),謝和弦 (R-chord)
QhgUHVoF4/XZfvbthnFIPhs0HNHfUyaF/cfKPLivZh4=,13,9,20090601,20171116,873,444,109,139,3,-1,31,-1,五月天 (Mayday),SECHSKIES
rEX6MCjiOH5cqTy407vN273ALq8BrKpNkVknBrSC1iY=,1,7,20140511,20170910,465,458,3,465,3,52,3,52,李玖哲 (Nicky Lee),小宇-宋念宇
Jw3hybLil2ezvixrdARf655194CQQKXI0C0dl4D7HKk=,10,9,20100702,20170930,465,458,1,465,3,52,3,52,陳奕迅 (Eason Chan),周杰倫 (Jay Chou)
e5tHoa/C/GwtVvnRG9wRWmVjJmolcGxHlZxzLtmV1NU=,14,3,20140305,20170916,465,458,2,451,3,31,3,31,莫文蔚 (Karen Mok),林俊傑 (JJ Lin)
9HsRw4S7qGKYZ91Ugu191hgzJ/GzR5Ix/PNlYQ0sFR0=,1,7,20111127,20170930,921,465,430,1609,52,31,52,31,Various Artists,Justin Hurwitz
xLu8Cq5zF9Rni2yNN5WbgzPn9h9KGM5G0PSbasYZk10=,1,7,20130122,20170919,465,458,1,139,3,52,3,52,上海愛樂管弦樂團,Various Artists
+6KtYcT2HJBm/n5903PV2dad59aApZnyz5XDBhORncc=,5,3,20130128,20171008,1609,465,139,374,52,3,52,17,Various Artists,Fall Out Boy
tMH9iru1Mx4bN4MrkfrbtzTsqRmOwfj3fYN3kxTMZeo=,4,3,20121207,20171001,465,458,1,17,3,31,3,31,周杰倫 (Jay Chou),田馥甄 (Hebe)
HtdItmpx36u5trW7la7gelIcwUiz/DvlhIgvdK1USUc=,1,7,20140412,20171005,458,465,8,465,3,24,3,24,楊丞琳 (Rainie Yang),田馥甄 (Hebe)
BofOFHCcwFIvH8F1FBl20z5eoPUGLwmWUp2y6KdmFJg=,5,3,20140524,20170910,465,458,1,458,3,31,3,31,Various Artists,林俊傑 (JJ Lin)
P2XTILcoa2sdfBPsrR6miFFnxi4XtNu/xvdRvQQZ9/4=,1,7,20140306,20170913,465,458,786,843,3,31,3,31,五月天 (Mayday),Various Artists
q6vZ3ibvjK64E3TvdT3mg10gCw1BCzW0GgYGO5p4Uuk=,13,3,20130218,20171002,465,458,829,125,52,3,52,3,五月天 (Mayday),玖壹壹
mf49Bk8JXH4I3IO4CY1UzB571YbTgBCHwzZzr2ifqB4=,13,3,20150611,20170915,465,458,1180,139,3,52,3,17,周杰倫 (Jay Chou),林俊傑 (JJ Lin)
PPV8BegTFci6G7u2IVQCjBw3TsIL2axEcopo3m6DXnA=,1,7,20160319,20170918,465,458,921,465,3,52,3,-1,五月天 (Mayday),嚴爵 (Yen-j)
1nwg99kbNffSs1eIkUl+gwuc3N803OKoAXoft0YGBRI=,14,9,20140824,20170914,465,458,1259,921,31,3,31,3,BIGBANG,G-DRAGON
rjRl67asBF0lRydRYPLTPJ0SqC/NQEi8Yt7Ql4sjJSY=,7,4,20160314,20170916,465,458,921,1152,3,10,3,10,aMEI (張惠妹),動力火車 (Power Station)
t1QNVINepcGDyfihoY4fnB5Eh9K7b7qsOZhZJw2S/3E=,1,9,20150326,20170930,465,458,921,1616,52,3,52,3,五月天 (Mayday),Adele
Tzqnsp2ZSN1c6K9OA2at+8S0nD+wLsiQ4VwhJZIcwGw=,1,7,20130514,20170912,465,786,958,2,3,52,52,3,伍佰 & China Blue,張宇 (Phil Chang)
tTdzE/6ZIxiQ70cf2etjoP3al+HFZYtxPODXIw+5Uww=,9,4,20160208,20170712,465,458,1259,1,3,-1,3,NA,Various Artists,李聖傑 (Sam Lee)
Wf3mr+ot6i4YjjW4TP6Vst7Q4phWoqs1+PziY1dVo9c=,1,7,20151220,20170708,465,1609,1,2,3,52,52,3,aMEI (張惠妹),Alan Walker
XS2x2aCT0VlP+Xaf2LS3Wkl9D+GfaMDQZm0u3ru7zZM=,1,7,20150805,20171005,465,921,1,437,3,31,3,31,陳奕迅 (Eason Chan),Various Artists
47SpuFSLpLZM/OLDRYFZjcFA2csSA0ZA2Uc8kpmIuYA=,1,3,20160418,20161206,444,465,444,8,31,NA,31,NA,BANGTAN BOYS,BLACKPINK
HnEOu8bAfun2jxfuxbfpxxFPaduB/SRxepPSSr966gw=,13,9,20070104,20170315,465,458,921,451,3,31,3,31,Various Artists,Cellist Yesle
K4aKhk1cbqu+7AgfSG2BIx6o73jWIR6nA8Q7esgoYwg=,1,7,20120112,20170920,458,465,1259,51,3,31,3,31,五月天 (Mayday),Various Artists
y7hKGuQwf3u2PYnbKDdV2b4moCjkqxpHyqSEI/vXick=,22,9,20060226,20171216,465,458,451,1,3,52,3,52,田馥甄 (Hebe),溫嵐 (Landy Wen)
7I3rDlc9Vz6s2U3oVBmELmdF9a8gUhVD0Wwmk3Hf6n4=,5,9,20130105,20171006,465,2122,458,359,52,3,52,3,JAZZ CAFÉ,Alan Walker
qiPlzVXyAk2idc3ErGwdbv49O6qXv4e0yZyBKy3ncIk=,4,9,20070312,20170919,465,921,1609,4,52,3,52,3,Various Artists,江蕙 (Jody Jiang)
Rek27EuqlVW3qffdroG26qi4C8MUHqA9jSo14yG6QDM=,1,4,20160531,20160603,458,465,465,3,3,31,3,NA,我的寶貝四千金 電視原聲帶,TWICE
c+wwpxIV2qVQJnzUbCdWN/GmnnO2HMZxAN0dAHLyUsY=,13,9,20110307,20171002,465,1609,139,437,52,3,52,3,張學友 (Jacky Cheung),李聖傑 (Sam Lee)
YAF0V3K6stTH+XfN2K7F20Dmr6FJpAbiCbzEvjxS5m8=,1,7,20130614,20170919,465,458,8,465,3,NA,3,NA,蕭敬騰 (Jam Hsiao),五月天 (Mayday)
BCxU1qMcsXlQ/UjrJJj91xeCobT5y2f+pOWOzmBo9j8=,13,9,20071224,20170930,465,458,857,1259,3,52,3,52,S.H.E,五月天 (Mayday)
2aY4fVvcDt6tfVFp2DJZ5gEXWlMPTUQWUgEe9Fut0mw=,1,7,20110126,20170815,465,458,1152,1,3,52,3,52,周杰倫 (Jay Chou),五月天 (Mayday)
YhoFphWEXYtM6OHQnKDO57vjmdLCTx0mC3e74tyvOkA=,14,9,20101213,20171014,465,1609,437,1609,52,3,52,3,Various Artists,丁噹 (Della)
G2VpTOsdgqpCW2cJeH0dXS2d94IZvgeLlGaDEXbPPws=,13,9,20110206,20171223,465,458,359,275,52,3,52,3,Various Artists,田馥甄 (Hebe)
d3Pf2NuRo1IM1F3czajiBODOtOnS6vOff5EJaa+PDfQ=,1,4,20160131,20170130,465,1609,15,430,52,3,52,3,Lisa Ono (小野リサ),Bruno Mars
VEPSjbOluF9kl7L+0CE6XY6MfoXiKbvtdelIbUk9aQs=,5,9,20041017,20180309,465,458,921,5,3,31,3,31,五月天 (Mayday),BIGBANG
/xN846Snagu6YrHV9iU5P91eNJ82xtTlw7BOV0c2s8U=,15,3,20130929,20170614,458,465,1609,465,3,31,3,52,陳威全 (Vchuan),周杰倫 (Jay Chou)
YaRAB0osP9bJ0UsuNaSogfKvBSCDu7CCR3E8zh8GeN8=,10,9,20131106,20171008,465,458,451,16,3,24,3,NA,四葉草 (Joyce Chu),陳奕迅 (Eason Chan)
bUDkXaTslTw8mnH98Fs1dClHW0vz01163/gVNPM/33U=,1,7,20140212,20170930,465,458,1011,465,3,31,3,52,Various Artists,BIGBANG
zpjK62SV4lOV54hMmhBikFIYj7UNTMIb95p6KT06gnw=,4,3,20130301,20161113,465,458,458,3,3,52,52,NA,Bruno Mars,五月天 (Mayday)
1LknkHkU8Dfl9dVussvJeQRI9GdNdvRKFxO+nLMYsTc=,1,7,20150816,20170916,465,921,921,958,3,31,3,17,Various Artists,FTISLAND
IXf9+JcBcY7H15W8HoaTT6GcprZtFBWfx1PQVGWdUSI=,5,7,20130806,20170907,465,458,458,2022,3,52,3,52,玖壹壹,Various Artists
+ULsxmePlpIaDuwl8OU2D2a65/TbjTKpBLYNhUNNXKE=,5,9,20111031,20170926,465,2022,53,1,52,17,3,17,ONE OK ROCK,Jed Kurzel
4kHG6mnZT9nTHSYX0Y7D1RO3RlHTbyG60hgEWL3QVT8=,1,9,20140716,20170615,458,921,465,5,3,52,3,52,John Williams,Various Artists
MGp9fUsf7OlCpAB1kFhM/Pgkjgtmi/ZhV2qU+XSYNME=,1,7,20170110,20170909,465,458,37,458,3,17,3,24,五月天 (Mayday),周杰倫 (Jay Chou)
XlfTQJGOJZdecbSjPXHigswTgQJZu3ZtV0zdb8+TAyI=,4,9,20100521,20170918,465,444,125,1609,3,31,3,31,五月天 (Mayday),LiSA
W+iyfIP5f3+hRPQl9MN0JbolTFBYPiFDKb1YetTFiwU=,1,7,20110707,20170919,465,458,2,1,52,3,52,3,Alan Walker,The Weeknd
8fUmCGPgZFI1685AwIvaEkFbBMhgoUlygLIQ7aeuLT8=,1,7,20120909,20170909,465,458,921,2122,3,52,3,52,梁靜茹 (Fish Leong),陳奕迅 (Eason Chan)
Tlec9GpZTn8ufOju5muvQourGNTwTaAOn/+nd6JRThM=,1,7,20110711,20170917,465,444,465,921,3,31,3,31,孫燕姿 (Yanzi Sun),梁靜茹 (Fish Leong)
u9Di+vXQ8kT+KhN+39eRwkwtBb+0yQYDmwLAO/ZNEok=,1,7,20150815,20170915,465,458,921,2,3,10,3,NA,Various Artists,五月天 (Mayday)
apYqbwZhnN1fuT5nSi+TBKLYIWLNnsoAsWD9fzzJ4Ew=,1,7,20120110,20171002,458,921,1,444,3,31,31,3,周杰倫 (Jay Chou),Various Artists
LYJIR2kR9I8Rr1BD1RAwlIq7kmDVnXxEn3zIeEUMSW8=,4,9,20101228,20170929,465,458,465,921,3,52,3,52,周杰倫 (Jay Chou),吳克群 (Kenji Wu)
Vc63bHwfad1xaM5SD+mlRzAMLCTbCzchHM7YHdvrLkQ=,1,7,20140723,20170208,465,458,465,1,3,24,3,NA,Various Artists,周杰倫 (Jay Chou)
fVRrtCMm9XjE5u07ZDHteHdmsZDzJflIHyyV5BBO9gY=,1,9,20140521,20170710,458,465,1,3,3,52,3,NA,五月天 (Mayday),陳勢安 (Andrew Tan)
EzH9CKg/RDpYL1smA6kvsgbdqqWc+gLX809+Ww6B0Nw=,1,4,20161106,20170616,465,921,1,1,3,52,3,52,Energy,S.H.E
Ws21YrYX3i6Wl+UNK8D7u0nnJuz/vN7/DRW1q+BNKbk=,1,3,20130518,20161115,465,,465,1,3,NA,3,NA,GTM,
XkORogCcAwIoTSBptOED51tv9wXQ2WCEqGgvwqKsyU0=,1,4,20151116,20181014,465,458,3,2107,3,52,3,52,周杰倫 (Jay Chou),Various Artists
uQPdVEr4N4s1yC+kaRYc7Og+d03Kt9DkOqEKUM6S5Mg=,1,7,20151202,20171002,465,458,451,7,3,17,3,17,Nogizaka46 (乃木坂46),AKB48
6OZz3wcT9jOtvaaMVQwCMDEqlO5KSoIDveS/3wu0v3U=,1,7,20151118,20170202,465,458,17,1,3,52,3,52,周杰倫 (Jay Chou),A-Lin
hDLooeaS+FY2YggXujZ2DpZnlB9rx0nfPryn+h1FekA=,10,4,20160316,20170102,465,458,4,42,3,52,3,52,周杰倫 (Jay Chou),Jeff Williams
x9JYlJSBNsO+ikp41JA/A3QgISfzekspIBUutZUwCrA=,6,9,20141021,20171029,465,458,109,1259,3,52,3,52,Various Artists,五月天 (Mayday)
r5Csg00u9JSMXU9vkdYCYu3mbP02Do6yiGpDbdTU2XQ=,13,9,20051204,20170820,465,1259,444,352,52,3,52,3,BIGBANG,Various Artists
TRN8nIsxopXVs3aTq42cUUURZISmJRZXd1OXw/uDXvA=,1,7,20151010,20170217,921,465,9,22,31,3,31,3,Various Artists,楊丞琳 (Rainie Yang)
zUV1/F4QrxEDFsqLKuwV/2EY1rEGeJkWf1/TuxhRgy8=,13,9,20140108,20170901,444,465,18,921,31,3,31,3,Various Artists,JUNIEL
9R1r2OUdjAfX52pKGNSvUzAsuozgaMH6uhMMAFwoYhk=,1,7,20150928,20170930,465,444,125,2022,52,31,31,52,Various Artists,BIGBANG
3+rgKTiKLIniOq9KxbzQMiYgPFiKoh3hbKew90k07JY=,9,4,20151009,20161109,465,921,1,458,3,NA,3,NA,郁可唯 (Yisa Yu),Eric 周興哲
Wn4Fdh2VfR6Ky1EWh1h6+nxVw+VbVEowvT7jVPUV2OA=,1,7,20160423,20170522,465,786,458,947,3,-1,3,10,KITARO (喜多郎),薩克斯風演奏
5j537E2Hzsluq2wAezOCXqRcDesTD6sS29iQr5mPISs=,1,4,20161117,20161124,465,458,1609,1609,3,52,52,3,Alan Walker,The Chainsmokers
UY9MkL525NTYdqIt/2B5HeQOMHDlO1NiwCCArIRfrLw=,1,7,20160418,20170914,465,458,458,921,3,52,3,52,Various Artists,林宥嘉 (Yoga Lin)
a0OAiakXsTb7XjTnANzwBhi5FrtMJEclBh8uW6SN9Rw=,11,9,20160827,20171029,465,458,2,3,3,NA,3,NA,Eric 周興哲,兄弟本色G.U.T.S. (姚中仁、張震嶽、頑童MJ116)
cDqOWevYWXVAxa2nkLlYloX94GfO+VccFnleuryu20U=,1,4,20161030,20170911,465,458,921,2,3,52,3,52,莊心妍,五月天 (Mayday)
GMtlld0lq7o54tLUTemx86q8hYtdVuPaV3SXRSpsCWU=,1,4,20160927,20170615,458,465,2022,2,3,52,3,NA,謝和弦 (R-chord),Eric 周興哲
kdCC9UgR5S1ZFuPLa5ETKSlkpQIB8J9NXOygZbg4kgA=,1,4,20161126,20161203,465,2157,4,1,10,3,10,NA,D.L 羅時豐 (Daniel Lo),李榮浩
x97GEzeLZ0zndBxhU6ifwOyWpB6S8J3shv4jPp8za3g=,4,9,20090627,20170930,465,458,458,1,3,52,3,52,Various Artists,周杰倫 (Jay Chou)
eqs0vX5WVh3lo12o3gdSc9x3wVX31KI2ZdIrjZO30VY=,1,7,20140124,20170930,465,458,947,2022,52,3,52,3,Various Artists,Justin Bieber
4A/vO+NM7PX19yBs309b8Uyy6Zq3j3/laQ3Onb0KegU=,1,7,20150926,20170930,465,921,921,139,3,17,17,3,音樂磁場,CHAGE and ASKA
VMvew1YO53C4yysiVoxJuH5IosEK05+G3mMSxjdF6+w=,22,4,20161231,20171004,465,458,545,116,3,52,3,52,八三夭 (The Last Day of Summer 831),Passenger
1abfpDqddiSEi0e15O16JrdY840+46bovfNKrwjTKog=,1,4,20160924,20161106,458,465,17,1609,3,52,3,10,刀郎,S.H.E
gR1IqNft1j6dpRDock8M7labYnOyPvvRIjURibjVl/Y=,1,7,20120103,20171003,465,1609,1259,1616,3,52,3,52,周杰倫 (Jay Chou),林俊傑 (JJ Lin)
rgj68KKNM2Rk7S07qvYNRBJ44dhzXtkgW4zCP0u/U38=,1,4,20170127,20170130,465,1259,1,2157,3,10,10,NA,玖壹壹,黃思婷
Z0DvkUwBGgbYiPq54p4SauF2MozXEVGFKlHT2HwzX2I=,1,3,20140928,20161030,921,444,444,3,31,NA,31,NA,Various Artists,TWICE
7smkt00BpD73fvwMi6zSEp0SkdfPlQoyBxESTXwwkgE=,15,7,20111223,20170919,465,458,458,139,3,31,3,31,林俊傑 (JJ Lin),費玉清
DWxr75AgDM4DfkEo1APzI+GfsQPdEw12AFRW/D74jIE=,11,3,20130321,20161212,465,444,465,921,31,52,10,31,GARY,閃靈樂團 (Chthonic)
ttk3pWY+DSlV7iptXt83wHgltM4xrqxJX5xBuyxUKRg=,1,7,20131112,20170911,458,465,2,1,3,52,3,NA,田馥甄 (Hebe),五月天 (Mayday)
pHjCYEbdIqDUoRLcARelkVqIIYADKIQzl2p/t6CTkyI=,4,9,20050220,20170930,465,458,726,451,3,10,3,10,伍佰 & China Blue,玖壹壹
O1t5UfLtWCgP1d0TxSGQE5STnsc0zAhOibEaBj3WYn4=,14,7,20140911,20170921,465,458,465,921,3,52,3,52,五月天 (Mayday),Linkin Park
KuNk33Lhc1wScrgA8fh9bgCo9+3nrXLnk4mUQaygTm8=,1,4,20160905,20160908,1609,465,1609,1259,-1,3,-1,NA,ItaloBrothers,Skrillex & Diplo
BRAW6Pfv+DUYbvO0xMX6159YfSqfkTy6TqzPhCK8aHw=,1,4,20161019,20161022,465,1609,1609,3,3,52,52,NA,Alan Walker,頑童MJ116
jc/4E8pFvtQ2FJdKPYVjFXmydcCQRSvAS2NeB0qaRJE=,4,9,20051206,20170930,465,921,444,4,3,31,3,31,Various Artists,G.E.M.鄧紫棋
kfcjGjc0qWGwmSrSduPnrhL7beZ4BqtGX1o71bqRBaI=,5,7,20160203,20171003,465,458,465,1,3,10,3,10,Various Artists,周杰倫 (Jay Chou)
vk4K9rYlUjgeqxXXNK/AW18cTm+ge+aGOQwDbW/MI40=,15,9,20060906,20180516,465,458,458,921,3,-1,3,-1,Kids Classical,西村由紀江
H1FDpGwfzfX2lWRAwa3QQqiaQ/us9kk5usOKfmeLtBk=,5,7,20101227,20171004,465,458,465,451,3,10,3,10,李榮浩,玖壹壹
S3USHTA/J3FIlEPnq4eiy5jf23V1mY46jx52aVxWNfs=,5,9,20041109,20171101,465,458,1,32,3,52,3,52,法蘭黛樂團 (Frandé),Various Artists
bHSflh01E0uFul5xCaY4zBf8OTp2eAHQAJAiDK4vbgY=,13,9,20110120,20171004,465,458,1011,1609,3,52,3,52,Various Artists,玖壹壹
n6D/DnA0LcXY617GOshjkD3t+hz6hkX91nF7N0GzMd0=,5,9,20150919,20171115,465,458,458,51,3,10,3,10,A-Lin,溫嵐 (Landy Wen)
X78I3TLMlLNTn93yjBjCZBpX14Z7ZdpYASN4kPlAXyw=,1,4,20160203,20160206,458,1616,1609,1616,3,52,52,NA,Alan Walker,周杰倫 (Jay Chou)
Cn5M5Xh7hZxsGOyxqw6TaWx75qvouw/AJ7htC/8MYtI=,12,4,20160627,20160627,465,458,1,11,3,NA,3,NA,林俊傑 (JJ Lin),五月天 (Mayday)
LVUa3Escv37TJ/iLsGPOFvMU4CSSLK5wdyR1xy0WHXI=,15,9,20101214,20170915,465,458,3,921,3,24,3,24,Various Artists,張靚穎 (Jane Zhang)
n3/SmbEYwx86VlhZnOhRFIEqkfjprJwVuPP5umE44C8=,1,7,20151025,20171005,465,437,1609,4,52,17,52,17,Kesha,Flo Rida
Ytk1Jk6ORYnU7lLpJSbPX2ftH//fnwt7u1HNsXDZcV4=,1,7,20150708,20171003,458,465,465,1,3,52,3,52,Various Artists,Ed Sheeran
knpWmJLaO/omo5VxoUeNNpWLt+zKZJnGSA7SXMLIoGA=,1,4,20161204,20161207,465,458,3,880,3,52,3,52,林宥嘉 (Yoga Lin),Adele
4R6PQrlcoeEnyt5gaE1abJB6DqxnRuq5vJZighf7gTI=,1,7,20110119,20170920,465,1609,1609,1,17,3,17,52,デスおはぎ,Various Artists
mRZ2hBTCNixgg1lszs1N4zIaDUHAcIj0+LGULi2PWIg=,1,7,20141123,20170914,458,465,1,8,3,NA,3,NA,林俊傑 (JJ Lin),五月天 (Mayday)
p68T0nwhmmPz1NAtE42PsG/E8HOAGnMlAwEdAyE+7i0=,1,7,20150822,20171002,465,458,2,1,3,52,3,52,Various Artists,五月天 (Mayday)
ajEBQZt7WU1zpLik6SckYHB/Gdn0z5CXlhorUWsMbVc=,13,9,20140117,20170727,465,458,465,2022,3,52,3,24,林俊傑 (JJ Lin),吳克群 (Kenji Wu)
H+tNb09rvSugm3QAIkPYzEt4KzHVTryAcKYBqQGKXew=,1,4,20151130,20151203,458,921,921,458,3,52,3,NA,張衞帆 (Weifan Chang),周湯豪 (NICKTHEREAL)
r5LnD0RsMPf1MOV1qyZ5HWx00UcYzVgmDe1EA9WDKNM=,1,4,20161127,20170523,465,1609,1259,465,52,3,52,3,ジブリサウンドトラック,頑童MJ116
Pu/rxoeuE3IG4fSEkE/8mWcOTHSRiuoOIc6Z2sNNONs=,5,9,20160207,20170930,465,458,451,1,3,52,3,52,周杰倫 (Jay Chou),BIGBANG
fAET2gAWrrlhoCfczIR6N4QRsr66wdapwD7EigLFgDU=,1,7,20111207,20170727,465,451,451,4,3,52,3,52,張學友 (Jacky Cheung),Wham!
c56y7s0ouR08WQpDM0aZUxMGciDQDrlNBBUlNk6yc2o=,13,9,20101229,20170930,458,465,1609,437,3,31,3,31,Various Artists,華晨宇
amLREckn+ZUUJYDz7l0Lc6Il3TD1F2Z1OH715eVsZUQ=,22,3,20150701,20150708,458,921,1609,11,3,52,3,52,田亞霍 (Elvis),Various Artists
FXitlEwv6zumiYxlXfgkeqX5n/gUFqyjhkC7rgMg6B4=,1,4,20151122,20170108,465,2022,1,940,52,-1,52,NA,ABBA,Air Supply
eqEJO/8cgAnZAoRvOFe/agBx6DJ7bT0woIpm1CorITY=,13,9,20070403,20171029,458,465,17,1,3,52,3,NA,周杰倫 (Jay Chou),陳奕迅 (Eason Chan)
Q5bdVyQENv1FpYfqGstx5STMJt5hXuA1mTtePUA8tNw=,1,7,20151011,20170910,458,465,2,465,3,52,3,52,田馥甄 (Hebe),五月天 (Mayday)
L+K4S0mcMqKJ8xAWG2QltOu6xbxzQBvHByMn5ESILzY=,8,7,20140826,20161120,458,465,1,444,3,10,3,NA,S.H.E,楊丞琳 (Rainie Yang)
E1NgJMps/MaZnsBb8PBpToiU4/LZB860xcLz1QAnnH4=,13,9,20110211,20170416,465,458,109,1609,3,52,3,52,G.E.M.鄧紫棋,Various Artists
hyxmvQRcbCqPOU2aTDviUinNbS+Lis+bXwgg+OEUveE=,3,3,20130410,20170626,465,921,1259,465,52,3,52,3,華晨宇,Various Artists
OLa0UHjxrSj9vm25jgl5WREXk4OfzutzehUyS1GTGLY=,1,7,20150926,20170825,465,458,6,458,3,52,3,52,陳奕迅 (Eason Chan),王菲 (Faye Wong)
+hiTDGAu7lze7WF1KeBy3A9kXuMxIbQ4HOsJHFbWNw8=,4,9,20120518,20171005,465,458,1,1152,3,10,3,10,東嘉娛樂歌曲精選輯,莊心妍
vb91KSORhGoCOJJaVexk7ow1cbFeNqA5vPc0/0XBOLo=,21,9,20090913,20170930,465,958,1,35,3,-1,3,-1,Erika Haase,Arcadi Volodos
Aw9QeLoUJsq7ZFAv/9juA0GQvz1aXL0Sf0k23O1m5qA=,13,3,20130129,20170930,465,1609,13,465,52,3,52,NA,The Chainsmokers,Calvin Harris
S1/0qjUCQ5SyWc/nzuz2zDgEW6K2JaD3icM/AJv4MgE=,1,7,20160909,20170911,465,458,3,5,3,52,3,52,周杰倫 (Jay Chou),林俊傑 (JJ Lin)
Mn23rCzq4OAmqwD4DNOVhuz4MfSodr+CJ8UY2fbS1ZQ=,1,4,20161217,20161220,465,458,458,11,52,31,52,3,Avril Lavigne,Various Artists
