,ID,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10
7413,17032,346083,327529,52633,151792,60458,279825,298688,53360,229772,212601
7414,17198,122874,220040,14393,296436,168588,24998,29650,246635,21914,72385
7415,17513,160125,284220,219709,339991,87594,41501,299381,188827,179341,341348
7416,17606,281810,47593,212435,304426,44313,114210,199629,82088,244640,349168
7417,18407,1,11,31,41,51,61,71,81,91,111
7418,18668,0,10,20,30,40,50,60,70,80,90
7419,19330,165179,257230,257933,131940,91136,88519,306220,98894,166428,179341
7420,19545,337635,277450,16097,64092,278191,68578,72385,202681,64644,231704
7421,19831,0,10,20,30,40,50,60,70,80,90
7422,19851,63247,325036,159721,304068,251129,226314,195341,11045,254377,66774
7423,20016,236840,259179,292022,74531,55230,225059,261160,340347,29283,167350
7424,20034,348165,301890,106385,112876,221062,217277,216451,101369,60976,200810
7425,20166,122874,24404,39542,348165,205228,283243,184261,203582,271615,307661
7426,20178,20529,331671,200825,23297,339991,254922,162278,111156,299381,225135
7427,20228,302590,4487,159454,78426,225135,148145,279274,57799,342725,252643
7428,20443,15130,90994,274928,93034,84762,180388,329710,333674,295743,295817
7429,20484,348165,122874,35059,182189,203582,307661,271615,66325,98702,20002
7430,20612,281810,13358,175568,172179,15130,195341,283244,180720,196605,99696
7431,20614,313669,5257,199629,33813,251671,100534,78498,181544,284220,242940
7432,20639,0,10,20,30,40,50,60,70,80,90
7433,20729,42582,109124,29650,35743,85925,238483,232420,238221,145710,106385
7434,20957,1,11,31,41,51,61,71,81,91,111
7435,21018,155296,8677,162278,114001,130931,131545,72385,307044,22510,218816
7436,21137,1,11,31,41,51,61,71,81,91,111
7437,21206,0,10,20,30,40,50,60,70,80,90
7438,21282,204064,63247,220040,251129,14393,284220,304068,259344,24216,86303
7439,21338,31080,60868,205732,281810,116683,104618,10225,15130,217898,263285
7440,21651,299381,261744,182618,41456,339991,25816,14393,104125,33901,162278
7441,21965,247571,31080,75047,9223,111314,127891,276616,108035,262894,227145
7442,22141,112836,319591,61889,72385,114001,220040,231220,218816,78207,238234
7443,22196,278191,122874,174599,72385,16097,240490,28379,228122,337635,326098
7444,22341,60458,67818,174636,228122,245437,292861,292414,166737,238003,340347
7445,22363,15130,220040,100561,24954,290291,3220,325359,14393,206929,45545
7446,22630,17735,220040,204064,284220,306220,304068,44440,182831,245823,141018
7447,22748,128763,266472,253982,268011,29314,314473,26540,98702,145934,264691
7448,23293,0,10,20,30,40,50,60,70,80,90
7449,23724,307661,203582,66325,271615,306220,302843,71255,271703,46997,306423
7450,24104,220102,233285,3845,174228,252060,188528,237329,139792,294536,302378
7451,24226,115437,227145,127972,165179,111314,127891,25468,7713,317670,257933
7452,24413,218022,111841,1934,266395,139124,217277,122874,302374,91531,118134
7453,24576,162278,47674,262894,218268,2822,195289,351512,8089,6167,283942
7454,25020,341616,340154,104240,168379,293365,308294,192944,183155,38871,14393
7455,25145,24029,210824,217353,159879,326191,245893,199212,56430,345894,159454
7456,25444,14393,259344,192470,24216,72385,29650,267491,232420,83078,302374
7457,25530,72385,198182,306220,225059,236840,347361,48128,152849,331833,320808
7458,25537,68578,198182,239363,284220,306220,72385,162278,147505,262894,240490
7459,25870,162278,306220,198182,340347,15288,284220,141268,187738,256621,351512
7460,26066,262894,162278,6167,306220,141268,218268,17735,351512,197163,2344
7461,26283,122874,205228,304884,238483,39542,52617,36161,283243,310412,163827
7462,26726,95963,292414,223405,16097,138176,196672,87594,78660,1673,115149
7463,26967,60458,24084,106169,186231,209739,187639,212601,140747,346083,151754
7464,27252,14393,199629,32217,35177,128930,282763,139617,102744,313646,122874
7465,27281,284220,251129,160125,159454,204064,50918,292900,220040,29011,62198
7466,27996,306220,198182,200810,262894,284220,292900,240371,44440,209432,333937
7467,28336,306220,347361,198182,225059,48128,284538,104334,204064,218268,69465
7468,28477,6032,96994,177608,158386,299381,328441,302627,8858,54326,163966
7469,28709,35059,67972,87746,259252,209739,52617,214462,159002,317317,137582
7470,28969,65820,35059,98702,203582,271615,307661,66325,348165,278191,254922
7471,29252,363,11265,6167,62198,179377,70634,350010,35866,288148,228153
7472,29273,162278,141268,262894,306220,218268,187738,198182,15288,239363,200293
7473,29281,292900,284220,127891,111314,262894,137983,220040,162278,187738,68578
7474,29571,72385,2822,112836,218816,121958,18255,182189,103499,122874,278191
7475,29623,0,10,20,30,40,50,60,70,80,90
7476,30428,206088,92809,153693,249061,301745,247595,352570,211639,328423,63247
7477,6,203037,200810,163881,259757,268762,20273,262894,88602,6990,277450
7478,16,113380,63743,348861,225903,217172,286548,1934,5771,86564,140163
7479,86,72385,220040,18255,68578,29650,133638,174957,206929,252506,9475
7480,474,324840,324491,1043,54929,109179,202717,127891,111314,307231,325036
7481,636,257933,248097,192944,15130,21927,265337,281810,320321,88519,341616
7482,760,155296,307661,66325,203582,271615,262894,88862,267525,162356,352624
7483,1089,72385,162278,238234,326191,314012,15651,214664,166817,195289,15288
7484,1100,218816,107854,252837,34786,136851,86564,124162,307231,145534,247365
7485,1155,324840,341616,109179,293365,317609,1043,139796,281810,306423,206117
7486,1267,60458,150974,256698,278191,27542,68578,349168,251234,338895,72385
7487,1367,0,10,20,30,40,50,60,70,80,90
7488,2102,165179,179341,257933,144241,257477,244419,313807,78660,182545,314686
7489,2210,148173,200810,61362,318328,263292,46429,147164,13448,40338,199212
7490,2281,228834,155158,188649,244992,178282,158386,163334,9488,74078,186903
7491,2433,63492,90994,184731,346376,206088,265323,328423,114001,218107,306371
7492,2685,24404,306220,15288,182032,236840,106242,72385,162278,198182,332686
7493,3720,336139,32434,78723,161921,350650,164261,5719,103427,346917,112836
7494,4030,0,10,20,30,40,50,60,70,80,90
7495,4365,245875,159454,189533,217353,245893,345894,50614,22199,43020,191674
7496,4420,18255,72385,76568,274928,266502,325036,29350,321603,45323,212417
7497,5281,15130,327510,180388,59370,320250,196475,328423,158078,294861,325036
7498,5343,14393,198182,167358,341616,20445,228122,174599,293365,306220,284220
7499,5398,339991,299381,311238,278191,162278,127668,254922,292900,202681,262894
7500,5967,0,10,20,30,40,50,60,70,80,90
7501,6244,87594,314195,318226,194971,281051,259179,225135,120708,181667,2800
7502,6755,56430,270092,159454,142104,326191,31848,69643,103127,8029,98702
7503,6827,111314,127891,145100,257230,257933,68578,165179,155385,299813,336469
7504,6999,14759,263292,150811,348165,19515,224759,228122,98702,6858,287626
7505,7182,60458,251234,151754,273351,302224,150974,296041,348247,278191,350418
7506,7572,35059,352092,268979,306409,281414,126015,81783,343534,240661,65227
7507,7617,66814,127987,259296,17029,245823,51908,33803,305493,2094,23721
7508,8009,180388,120108,285891,45323,321565,112961,246667,177328,218154,268417
7509,8199,351512,283942,306220,332686,106242,15288,161683,162278,152849,256533
7510,8204,226314,340347,225059,119440,15288,148625,74531,69465,239363,349168
7511,8492,350010,305515,292900,151200,54929,200095,137983,113020,228238,283433
7512,8513,99756,342725,350010,192944,251708,48155,248072,320352,4487,112117
7513,9230,204064,50918,251129,284220,220040,146355,293076,62198,183504,306220
7514,9312,17029,221062,288572,341672,340265,298843,259296,226378,7082,200810
7515,9353,352092,268979,238234,132917,96186,159454,308758,162278,214664,301890
7516,9607,1043,206117,148625,14934,240490,68578,14393,102744,344950,304426
7517,10562,0,10,20,30,40,50,60,70,80,90
7518,10833,284220,220040,198182,68578,292900,14393,162278,187738,306220,304068
7519,10835,3845,242907,58146,295172,61935,32156,145534,250869,50422,95722
7520,10937,306220,306423,262894,135897,198182,66325,203582,307661,271615,46997
7521,11030,131240,162278,299381,262894,314423,336913,221489,132138,273906,259296
7522,11142,245875,311683,342725,299897,293076,182831,280501,220040,130255,209432
7523,11306,350010,292900,75047,284220,137983,279953,211876,11265,211825,228238
7524,11332,306220,8089,329621,135897,263292,315597,224759,158386,195289,155158
7525,11947,0,10,20,30,40,50,60,70,80,90
7526,12106,220040,122874,63247,238483,1934,304068,182831,141018,218022,14393
7527,12743,220040,29011,337881,206929,351197,206088,50918,136695,249294,146355
7528,13554,299381,281810,284220,162278,17735,304426,13086,292900,66814,261744
7529,13659,0,10,20,30,40,50,60,70,80,90
7530,13674,339991,202681,66080,200825,299381,281810,140241,241699,285659,92621
7531,13825,302070,317053,254922,34758,231611,317317,88825,257377,85986,61362
7532,13880,9968,120108,132917,320635,301890,259296,25816,305910,112961,314067
7533,14003,122874,228122,303493,281450,24404,106169,67972,85986,25816,300643
7534,14052,302843,307661,203582,271615,66325,289109,306388,216082,174599,100245
7535,14150,0,10,20,30,40,50,60,70,80,90
7536,14389,217353,267491,327387,322281,14393,138176,167358,35833,153467,3220
7537,14643,350010,305515,74205,106769,211825,169513,211876,334190,150836,259296
7538,15145,72385,42582,325130,112836,232420,238234,336139,301326,350650,289895
7539,15151,342124,320250,328423,29350,72385,15288,15130,141268,219078,40973
7540,15171,60458,120708,150974,87594,115149,273351,302224,13591,41444,16097
7541,15238,307179,295304,301755,200810,92271,221893,283135,258616,308294,270801
7542,15259,0,10,20,30,40,50,60,70,80,90
7543,15547,31080,60749,247571,60868,205732,281810,155958,104618,50468,99696
7544,15812,148754,78207,262301,279953,27159,145710,35743,138595,95086,342344
7545,16165,202557,214178,155055,12318,80677,19515,14759,270092,35496,187239
7546,16406,32156,318328,6167,262894,268550,148173,193469,65820,327099,88602
7547,16547,340347,284220,162278,251129,14393,199629,275279,148625,15288,259179
7548,16613,147989,15130,219709,162471,256885,34758,339501,236472,106355,58680
7549,16756,14393,66814,199629,311860,254377,100860,89928,122874,304068,24404
7550,16902,66325,203582,271615,307661,259296,277450,318724,132917,252643,279953
7551,17058,270092,217353,100561,325359,290291,24954,3220,352092,206929,45545
7552,17192,0,10,20,30,40,50,60,70,80,90
7553,17419,105092,284220,68578,137983,284955,144006,148625,319241,39835,141268
7554,17728,350010,137983,313669,292900,311238,228238,346083,100072,346282,237266
7555,17830,306423,66814,24165,198135,239285,146799,20505,58331,323652,19891
7556,17976,219709,192469,14393,339501,283439,190246,24954,290291,3220,100561
7557,18044,24954,3220,290291,100561,325359,45545,206929,139836,337881,41444
7558,18235,78207,86244,217645,242907,218816,34036,219624,2822,60828,61935
7559,18375,71389,325518,210824,78156,242940,10299,160501,251382,252707,232751
7560,18401,8089,290787,320250,90477,218268,72277,154999,20556,48128,328423
7561,18565,821,137062,308294,91418,321369,55860,160501,38871,226710,70761
7562,18646,0,10,20,30,40,50,60,70,80,90
7563,19214,16097,41444,54331,232420,120252,72385,42582,238003,270092,133638
7564,19389,282063,241443,30767,295231,298938,88862,342725,314346,302590,191054
7565,19836,0,10,20,30,40,50,60,70,80,90
7566,19974,350010,340265,17029,211876,323443,44307,263845,171267,245823,303907
7567,20194,0,10,20,30,40,50,60,70,80,90
7568,20239,159682,20529,300906,271020,243264,100072,62734,222562,307146,113488
7569,20429,306423,306220,343764,183504,17735,82778,259179,281810,198182,177195
7570,20773,306220,137062,275519,232751,198182,17735,112876,251129,131240,233204
7571,21308,280501,112961,220040,93555,1934,120108,182440,68879,212417,122874
7572,21395,278043,330636,204539,340804,215046,33016,120733,250146,122028,49821
7573,21472,229700,47628,47328,193259,39620,288434,208925,281524,165179,302843
7574,21482,290945,135565,348436,41501,287628,326965,57833,81892,120528,12638
7575,21770,39819,135431,25579,78265,215599,335141,137367,60458,336606,299399
7576,22243,0,10,20,30,40,50,60,70,80,90
7577,22283,24404,122874,162278,8677,340347,72385,24216,259252,39542,240490
7578,22327,254922,162278,2344,39904,278191,65820,277450,214462,87594,98702
7579,22473,245437,347361,48128,278829,72385,137055,177104,259368,306220,206376
7580,22574,160382,274928,273131,183504,112477,143280,209432,68498,271703,251122
7581,22786,306220,131240,198182,98702,120708,251129,74078,103127,20789,352357
7582,22836,217353,310981,317053,153467,263292,322281,344799,352092,245893,237266
7583,23639,68370,322689,75226,235088,77490,110701,25675,208925,263607,219803
7584,23720,15130,141268,218268,339991,190246,256621,292547,99696,162278,201932
7585,23811,25816,7082,259296,227368,348165,278829,293365,239821,14393,17029
7586,23845,24404,283243,239363,39542,240490,236840,152849,122874,71255,137582
7587,23905,6167,17735,220040,252837,67095,248072,350010,22233,318328,292900
7588,23912,284220,159454,162278,139617,292900,251129,128930,32217,35177,282763
7589,23922,72385,68578,42582,29650,16097,76568,133638,18255,278191,9475
7590,24292,111314,127891,68370,155385,34786,244082,145100,333790,54596,257230
7591,24525,217460,278829,25816,228122,319823,7560,293365,249337,92060,244033
7592,24527,274928,180388,17057,93034,183504,80443,287840,45323,3095,164263
7593,24662,281051,150974,60458,151754,198061,240740,273351,302224,69406,193347
7594,25036,306220,49821,269281,99696,306423,341616,203814,116883,236201,2800
7595,25120,350010,137983,284220,292900,220040,5257,77490,252837,313669,246635
7596,25192,306220,204064,284220,68578,72385,15288,251129,9475,284955,225059
7597,25294,198182,200810,306220,14393,38871,164014,339589,15130,220040,17735
7598,25305,241024,348165,155296,121339,198182,180520,44664,216451,214462,277259
7599,25466,214462,4487,307661,271615,66325,203582,311238,287628,254922,64352
7600,25493,0,10,20,30,40,50,60,70,80,90
7601,25539,262894,200825,168261,6167,207231,309822,306423,111314,127891,32156
7602,25901,0,10,20,30,40,50,60,70,80,90
7603,26005,0,10,20,30,40,50,60,70,80,90
7604,26124,165179,257933,350010,292900,86655,75047,127891,111314,336469,254923
7605,26285,0,10,20,30,40,50,60,70,80,90
7606,26446,306220,158386,262894,209432,286872,200810,198182,62198,155296,260363
7607,26579,72385,162278,278191,15288,262894,16097,68578,141268,347361,187738
7608,26584,106242,218816,341441,277079,145534,315818,87769,318077,245455,115437
7609,27835,159454,43020,167975,220040,258207,303907,204417,164014,292900,284220
7610,27871,0,10,20,30,40,50,60,70,80,90
7611,28160,72385,352092,249149,120108,91708,219078,268979,196475,144680,314012
7612,28241,61212,49718,269857,130618,41501,300134,351691,302843,266472,172586
7613,28501,208925,109711,83187,257933,90148,290739,316877,302843,259757,287628
7614,29213,159454,284220,292900,162278,187738,141268,88367,200810,252638,91930
7615,29309,217460,263285,108035,306220,205742,135897,306423,218268,8089,46429
7616,29742,146355,60100,155006,290629,16649,156499,195779,347424,14706,83874
7617,30060,35059,254922,162278,65820,209739,314423,336913,98702,279825,140063
7618,30143,43301,159682,100072,346083,136330,151754,181997,62734,309164,178546
7619,30413,0,10,20,30,40,50,60,70,80,90
7620,168,100072,177125,203846,151754,352092,325250,98851,11090,279953,20529
7621,205,339991,299381,41994,1825,281810,114210,317317,230690,317609,16283
7622,572,251129,284220,38043,24216,120708,275655,87594,257241,271794,45373
7623,852,48300,48310,48340,48350,48360,48370,48390,48400,48410,48420
7624,887,32156,183870,227145,31080,78588,111314,127891,276616,262894,207231
7625,1952,8677,161481,288148,272557,114001,247365,69171,343184,294611,259179
7626,2158,340265,259296,301890,127987,162278,245074,131240,33901,25816,17029
7627,2470,93335,41444,310981,151754,238221,16097,3315,237266,54331,17545
7628,2520,306423,324840,70624,306220,317609,181518,247571,263285,6331,281810
7629,2699,350010,248072,60828,6167,363,11265,75047,3835,130854,106448
7630,2911,41501,284220,350010,160125,219709,292900,14393,51124,269857,311238
7631,3813,134215,306048,277310,7117,148552,218894,224735,281414,238483,15825
7632,4220,220040,284220,6167,292900,62198,162278,17735,187738,137983,350010
7633,4565,273351,302224,296041,118068,91396,177095,343691,203781,151754,288148
7634,4570,303493,245437,26877,303304,182189,85986,106169,92426,479,138739
7635,4672,306220,262894,282063,25468,248072,62198,11265,17735,183504,319443
7636,4914,217353,159454,15130,200810,245893,339501,159879,352092,101844,14759
7637,4966,282063,68578,220040,184731,346376,68416,206088,159454,7650,87769
7638,5001,220040,29336,337881,206929,133709,109124,223074,73470,168636,114001
7639,5016,134768,6990,251021,209432,307661,271615,66325,203582,153467,98702
7640,5158,306220,351512,332686,278829,104334,236840,198182,161683,284538,137055
7641,5167,345503,78265,350894,34758,332775,287628,147989,188333,322281,49802
7642,5234,0,10,20,30,40,50,60,70,80,90
7643,5382,350010,279953,159454,303907,75047,132917,292900,18298,158961,318328
7644,5770,306220,352357,62198,320808,198182,29011,284220,262894,307661,203582
7645,5777,205742,341616,109179,217460,293365,324840,34398,317609,104723,139796
7646,6146,35059,52617,273312,8677,116496,326098,241833,304931,241443,4487
7647,6359,251129,220040,183504,219659,346376,90994,68578,284220,282063,159454
7648,6694,227145,127891,111314,257933,165179,200810,292900,75047,279953,115599
7649,7402,306220,289734,30975,35864,179341,302843,328334,88773,29539,42236
7650,7660,5719,209432,142104,32434,171778,107870,217277,251021,116322,134768
7651,8185,17735,60868,306423,324840,18612,6167,325036,68498,70624,141268
7652,8226,190246,352092,149074,351742,47560,339501,177110,349871,80677,290291
7653,8338,281810,339991,1825,234989,16283,299381,175568,172179,13358,167645
7654,8753,60458,150974,56607,11493,66080,58952,150836,202681,34786,32156
7655,9298,7082,263292,306220,348165,259296,17029,259757,131240,44440,153467
7656,9306,299381,339991,350010,292900,188827,303907,263285,284220,41501,75047
7657,9478,281051,161481,60458,322147,150974,250850,313393,10886,205206,8677
7658,9519,306220,35864,17029,7082,88773,42236,192944,75707,176407,290739
7659,9749,324840,281810,192944,284220,99756,3604,71650,307231,80443,1043
7660,9801,307179,64644,339559,97408,208925,311301,324491,145100,235243,127891
7661,9945,350010,284220,292900,220040,137983,290792,148342,160125,159454,5257
7662,10338,283647,340347,295979,72277,69465,225059,218268,226314,328423,142958
7663,10396,348165,98702,148754,259757,271615,203582,66325,307661,259296,318724
7664,10505,200810,25468,149694,162356,161916,148889,245875,192028,262894,61889
7665,10746,133638,302374,35059,108775,170399,277310,280501,321563,142104,285088
7666,11553,236840,226178,195289,340347,67818,228122,142104,315589,2822,261160
7667,11743,221893,66080,332068,202681,257377,99028,248749,78265,175684,77911
7668,11750,239363,162278,152849,351512,198182,307044,218268,159721,72385,15288
7669,11862,204064,251129,183504,306220,51679,90994,72125,63247,341783,308370
7670,12066,0,10,20,30,40,50,60,70,80,90
7671,12460,217353,348165,83078,106385,24029,20682,343436,136831,245893,345894
7672,12644,16097,278191,203582,307661,271615,66325,20002,281668,122874,258928
7673,12871,284220,350010,160125,292900,41501,87594,137983,46997,78498,211825
7674,12903,310981,200810,343436,217353,35833,188892,238234,263292,159105,15651
7675,13154,284220,62198,306220,106242,352357,259179,46997,251129,120708,15288
7676,13264,100775,17735,306423,137062,158781,71389,202218,110216,17057,103480
7677,13545,302843,65800,44043,192469,38043,208925,137367,223405,251662,273425
7678,13696,72385,198182,306220,14393,347361,251129,320808,225059,236840,302374
7679,13784,304426,162278,262894,66798,307044,325036,142402,317609,239363,160638
7680,13794,0,10,20,30,40,50,60,70,80,90
7681,14273,26877,178546,245437,49277,57773,128696,229924,60458,333348,59991
7682,14396,29214,112876,3503,201429,100797,218154,60976,200810,51148,345894
7683,14408,9968,112961,120108,259296,314067,182440,25816,113380,127987,127891
7684,14500,0,10,20,30,40,50,60,70,80,90
7685,15128,350010,292900,220040,303907,284220,340265,164014,68838,259296,51638
7686,15280,284220,46997,306220,251129,78498,137983,292900,162278,187738,14393
7687,15307,60458,310412,662,174228,314811,36161,263859,105650,311498,246758
7688,15753,324840,75828,144006,109179,51124,341616,293365,254377,261744,333519
7689,15896,68578,220040,292900,284220,278191,72385,159454,206929,29011,85492
7690,16327,35059,155296,8677,34981,259252,109655,148552,222895,103373,4540
7691,16597,348165,198182,315589,340347,162278,152849,34981,228122,155296,72385
7692,16745,151200,294536,305515,207097,102744,252837,151792,35066,339991,346083
7693,16981,350010,17029,292900,284220,7082,290069,340265,44440,259296,41501
7694,17560,0,10,20,30,40,50,60,70,80,90
7695,17609,160125,179341,306220,50918,204064,251129,164014,285750,284220,257933
7696,17652,302807,60458,209739,52474,29131,178282,162524,283243,322541,178823
7697,17698,5715,225059,72385,325130,343846,74531,105650,245437,247775,92853
7698,17732,155296,162278,131240,336913,314423,2344,221489,273906,17735,262894
7699,17789,259179,251129,323202,232751,219659,326191,176372,69465,230962,292022
7700,18074,16097,218816,29011,68578,18123,41444,2092,284220,278191,76012
7701,18253,162278,15288,306220,141268,340347,351512,262894,187738,347361,150811
7702,18455,306220,204064,29011,62198,255249,50918,284220,336811,290559,32915
7703,18585,6167,17735,318328,230962,47543,305493,245074,110216,233204,62198
7704,18774,0,10,20,30,40,50,60,70,80,90
7705,18905,252643,4487,245875,112117,317962,181498,171219,251708,88862,280111
7706,19097,60458,16097,119125,311238,87594,150974,41444,115149,241769,92386
7707,19244,41444,87594,16097,340347,270092,45373,281051,159454,259179,283439
7708,19324,141268,162278,342124,306220,284220,15288,187738,351512,6167,88367
7709,19451,259296,348165,259757,326965,200810,203037,17029,44440,336811,263292
7710,19601,155055,19515,299260,154463,333348,237333,201932,291716,238728,138101
7711,19703,0,10,20,30,40,50,60,70,80,90
7712,20412,112117,238483,136310,342725,89449,117056,299897,146884,9598,190850
7713,20435,111841,218022,14393,33453,256313,109562,116605,208716,278829,134122
7714,20634,306220,46997,306423,62198,168986,352357,71255,363,128728,271703
7715,20677,0,10,20,30,40,50,60,70,80,90
7716,20934,72385,278191,9968,34786,25816,277450,120108,142402,32156,303493
7717,20981,60458,150974,128590,92386,270045,184510,16097,25579,95963,28698
7718,21348,235088,178546,68370,322689,147989,75226,260626,209663,123123,92853
7719,21415,220040,284220,292900,141018,182831,311683,322793,164014,251129,258207
7720,21833,204064,53818,247595,225059,231220,63247,115293,17564,320250,146597
7721,21949,278829,306220,351512,33901,17735,137062,175213,233204,256621,218268
7722,22472,220040,284220,251129,24029,159454,182831,346376,139617,323202,22233
7723,22541,252837,5257,162278,15288,137983,245074,351512,106242,141268,151792
7724,22570,90994,218107,299101,184731,323470,298530,1803,302673,195341,188278
7725,22709,307661,66325,203582,271615,218816,72385,262894,198182,306220,352357
7726,22767,0,10,20,30,40,50,60,70,80,90
7727,22946,57773,256698,27542,245437,72385,60458,209243,4808,338895,147321
7728,23188,117037,310981,294816,289929,284846,164526,217586,281051,246179,217026
7729,23495,72385,218816,271615,307661,203582,66325,68578,198182,29011,352357
7730,23501,72385,48128,198182,209432,112836,127891,111314,306220,156499,295304
7731,23793,0,10,20,30,40,50,60,70,80,90
7732,24026,277450,257933,252643,26418,204750,337635,97408,213725,187973,183870
7733,24287,271615,66325,307661,203582,214462,259296,3914,311238,348165,114726
7734,24324,284139,132917,200810,257338,147164,9968,182618,91708,254922,225931
7735,24333,284420,76177,4487,254922,127668,117182,129082,311238,142859,350010
7736,24689,263292,200810,348165,25816,259296,96186,262894,162278,292583,131240
7737,24718,306220,251129,284220,204064,198182,17735,219659,183504,259179,162278
7738,24758,254922,4487,17116,258928,278191,8677,346083,218816,350418,343534
7739,24868,35059,258928,20002,52617,122874,4487,60458,209739,265990,254922
7740,25064,306220,306423,17735,152849,48128,351512,155784,8089,198182,278829
7741,25449,35177,32217,282763,128930,14393,139617,34981,110072,199629,161912
7742,25461,93335,3221,268011,17545,281668,3315,266472,151754,41444,337881
7743,25562,29314,54309,162524,323443,159002,127304,145934,24404,340087,209739
7744,25737,310981,263292,159454,238425,56430,35833,229258,31848,259757,179341
7745,25897,25816,259296,9968,34786,63743,340265,122874,301890,86068,122173
7746,25924,15130,37174,281810,339501,121734,279631,14934,177110,349871,251671
7747,25978,15130,63347,323470,217353,24029,24430,91136,345894,114895,84015
7748,25985,72385,112836,2822,14708,328906,218816,103499,47263,18255,226178
7749,26035,278829,306220,33901,175213,137062,259368,351512,232751,233204,227368
7750,26668,350010,165179,292900,257933,159454,284220,179341,75047,160125,127972
7751,26684,72385,122874,66325,203582,271615,307661,278191,24404,16097,296436
7752,26998,284220,306220,292900,137983,29011,251129,187738,14393,68578,159454
7753,27189,284220,159454,160125,14393,251129,179341,339501,115334,56430,87594
7754,27490,328423,10112,281681,326191,323470,84762,69465,323822,90994,142665
7755,27653,110899,283243,73335,109250,145534,60458,277110,203532,81679,135897
7756,27969,306423,342758,172523,317609,86741,269281,336040,172586,311301,119001
7757,27991,0,10,20,30,40,50,60,70,80,90
7758,28103,346376,90994,184731,15130,282063,183504,195341,281810,14934,63492
7759,28200,262894,162278,306423,306220,218268,6167,8089,135897,152849,155784
7760,28232,111314,127891,48128,34786,32156,262894,200810,78207,306220,20126
7761,28243,0,10,20,30,40,50,60,70,80,90
7762,28350,72385,198182,236840,340347,351512,15288,219659,251129,152849,220040
7763,28532,220040,206088,206929,338934,214579,29650,164014,63247,146355,94546
7764,29582,215159,262894,218268,32156,347361,48128,141268,206376,8089,245437
7765,29632,350010,127668,311238,339991,33214,129082,292900,305515,298984,351691
7766,29635,0,10,20,30,40,50,60,70,80,90
7767,29784,200810,32434,212417,295304,209432,267525,206460,175120,101271,72385
7768,29890,60458,98663,310412,327339,136161,11493,217172,108891,89277,258502
7769,30232,0,10,20,30,40,50,60,70,80,90
7770,30458,14393,18255,24216,137367,29650,238483,72385,259344,122874,302374
7771,30534,131240,203582,66325,307661,271615,259252,336913,314423,71255,155296
7772,30549,310412,26540,197035,94862,253982,268011,162524,227067,294293,124811
7773,30559,24029,60976,210824,295817,345894,352092,245893,58743,3503,112876
7774,3,247571,60458,40857,150974,107556,72542,49821,39293,99696,40562
7775,142,209432,203582,271615,66325,307661,137367,161700,230205,198366,94862
7776,178,204064,206088,184731,90994,146355,302890,323305,3095,251129,183504
7777,925,162278,29350,72385,342124,218816,307044,262894,7650,303418,15288
7778,972,220040,146355,206088,180388,302890,322689,204064,53818,183543,296606
7779,998,31080,262894,250310,263285,247571,276616,68498,141268,200810,32156
7780,1062,219426,199629,340347,98702,313669,29314,20789,14393,275279,145934
7781,1082,306220,141268,218268,162278,347361,215159,351512,262894,150811,15288
7782,1218,180388,285891,293403,207450,327413,314470,278829,25816,171203,29199
7783,1242,293275,145826,347453,62100,275655,25468,283647,282063,76568,68578
7784,1380,17735,202218,103480,112876,183504,137062,38871,275519,306220,68498
7785,1749,34758,287628,257933,311238,350010,313807,77167,244419,41501,345503
7786,1834,162278,262894,284220,292900,187738,6167,198182,66325,307661,203582
7787,2196,220040,58743,24029,206929,238234,326191,159454,174957,162278,15288
7788,2422,72385,198182,220040,271615,203582,307661,66325,284220,24404,24216
7789,2481,93034,170399,112876,91418,220705,321369,274928,183504,305700,139140
7790,2537,72385,218816,278191,68578,16097,256698,337635,314012,152807,84083
7791,2597,132917,350010,18298,292900,159454,303907,301890,259296,101844,200810
7792,2877,262894,162278,306220,141268,68578,198182,25468,282063,218268,187738
7793,2879,259296,44440,41501,71255,203582,307661,271615,66325,131240,1934
7794,3340,64352,262894,159672,165989,100245,200825,178557,336040,121696,79118
7795,3509,14393,307559,292547,327722,299034,252434,192285,139617,19739,228122
7796,3549,226314,67125,281414,89015,340347,313646,74531,328423,119440,186887
7797,3602,302374,259344,251129,137367,83078,209432,198182,14393,24216,35968
7798,3645,340347,162278,87594,150811,198182,306220,120708,16097,228122,262894
7799,3700,284220,46997,24404,71255,196855,137983,306220,311860,307661,271615
7800,3908,24404,284220,304068,198182,306220,137983,220040,200293,162278,311860
7801,4013,159345,258717,55848,141977,295231,32451,155296,245875,241443,298938
7802,4091,111314,127891,227145,291973,324491,97408,145100,154462,218816,86564
7803,4202,350010,284220,292900,160125,220040,77490,146355,51279,127972,179341
7804,4588,65800,100432,138075,274928,209432,251129,110186,8463,104988,189980
7805,4738,72385,18255,47263,28379,266502,231683,167015,106127,249164,60458
7806,4806,274928,220241,261867,180236,196620,195698,258616,287901,206460,32496
7807,5004,106385,64399,348165,83078,217277,100016,290739,138489,25186,229128
7808,5056,72385,314012,16097,340347,293275,347453,121958,133638,261160,314346
7809,5230,0,10,20,30,40,50,60,70,80,90
7810,5357,306220,150811,318226,158386,6167,17735,259179,162278,326191,46429
7811,5676,278191,122874,346083,72385,85925,37836,34036,253450,240661,145710
7812,5701,352092,330541,172249,52633,81783,206079,37174,279631,334318,284726
