,cluster_id,msno
4236,17,Ani4mBKE9iSD4WKybIvLTSxaSsH7ANe/OndLPEeB5SM=
4237,3,AnrmNxaRoDpLbCLZnolwMfVkkDrwz7k7LJWcP/M7+u0=
4238,5,AoCgPBrpbuHUPVJVY252NbldP1dRubLIwbe6qdFZ0+U=
4239,13,AoQ43+uEK2uM0fdeVxXeZLW6mTrk9rjafFR/3I0smx4=
4240,5,Ap1zGHFEGsFChtHv+gPHpp40RnTWedTXCcd5VFrzWlE=
4241,15,Ap4RjOpO07nGEh+Gpo4pYv+PsUX+4ZpcYsxNpz0TLqI=
4242,18,ApAIwL7cTFVEUE2Aw1T5aYC6yNviJVUSGnABO4txhpU=
4243,3,ApNtGqgblYAAODhZoGyLj0mo/U/i6B8+RjXWMXufFWc=
4244,2,ApOOTTbGSgssYasuk8fu5JUw7lZgiyoaHVzuE5upnJY=
4245,5,ApSjSubkTKlJDqte078OvRglrdrcPYMA4RJaFsAUFLA=
4246,17,ApWZzZ7Nt9J6UM3slX0YPfr/OOMuA9Vm/dBADzmNWak=
4247,5,Apfptl+V8uLEcGSdkB4R+iC+jgUDiDzW2tiRqzB7+sI=
4248,16,Apm3xrPZlYlsPBw6vHfl6K0JNckQx2ZYoYDda7F+nbY=
4249,18,AprLWgjSYYZTyVq2eBFNWF91rVZnHCNwUKeKIm2skDQ=
4250,5,ApvnQ1JCrHTH7eAKor0cf0I0I+6BmH6SNBQxlRbgqic=
4251,15,AqifdWivAbicng5a3uNuuxuIKNTn96FfXMd92rlpUB4=
4252,2,Aqo7vykejqU1MqpE6JvAgfds/JeI2z1xAY0XEXXywpE=
4253,9,Ar+BaUNZme/sTMHcUbaT8ydT2Tje7UciEx0kc4OPsAo=
4254,17,ArSSmVW8KbeFWOgZe7YfjWWQRA3wFig7hd3viPjzg00=
4255,18,ArU3ospMwlFbHzlx9k7QPKhXiKzBJrfQpv62rNdRl3g=
4256,7,Ari3SS0s74jMKdnWzg7rLroH6YIqTDWHil8H5XKV2Go=
4257,3,ArkegyWTMxrAsp4Yw2JKueL5lhZFE20loP066L2ap4Q=
4258,3,Arp9Na17WCx1Tuu6dZOJDxdiHgTtfOAbKEkmLrqXYis=
4259,3,As2UqnjqWj8GW/EKnUbOC9GhwKklxhTsDMcjhkDZQ84=
4260,5,AsAFT9TFJgoSIjfPEKKiS5QYy4fIlZHxOqByJizatGk=
4261,3,AsAfkXKPZdLM6Os667EGi7P7L4w2E8Rkkw4emG6D7xM=
4262,10,AsIeYkpfTY9zWEEZMDpTJZzU/aZ22VdtqCoTUEocBvY=
4263,3,AsQZBqirWGsxmQ/0TuPn4f/n5/eklIK2vI9sZIbkhBg=
4264,10,AskBF2FY7yckKRRTiAVBuow4wyLp3Brx8t309T0bf14=
4265,3,AszxSt26XPtMk+sslDXWE+D+hZxWLyf/mzi3DKmb+0Q=
4266,6,At/AMrMaeZ6Asnal0XlRj529HbBnr+DVD66AQrNsFl8=
4267,3,AtBO9ivXkymToGgbGk5jtvywe6Wsu2P14WkbWoQsl5g=
4268,3,AtEHXmhNF0Iq2h21hMuSLC9DfiwNs+qX3yuRhoG/xck=
4269,14,AtJMBFE91q+C6bBHg+CscXKvvCg25gUx51kJ7Iv6Dqk=
4270,5,AtJidiq3+m2cx+TWPIZDSEPsj4uOEUUO6w4YJsXd34E=
4271,7,AtMef9HcdIAHfhg5Shq2975CmcgAXBdnKFN7p7+jtXY=
4272,2,AtSLUAW98t9I4QzumtGQFuZbBfV1bVCpsCeWcjPRDlo=
4273,9,AthPoWacjRs2p/hPIxFBmI+4Y84rCYhxNN2ZdOELozI=
4274,14,AtjospTssqDh3TS4z1wXkSdQywqZp14fwOp3b67BjmE=
4275,2,AtquK90eP2KzzRJWS6yikfTjGbNxyVgOiWtgkSv8b8I=
4276,5,AuRpA09VkbaHFRZO1u6lun97u0S4aKLC7oq9rBGITRw=
4277,18,AuT8bsx2i8IqFoZtnIRHpZZ0nnpt3EgXowQzSk0QDzQ=
4278,15,AunOv3RwVs0NelVgGiyToQK7vU4QSxiZJh00N6hWh04=
4279,18,AvAe2Lp/Ncm+oGOkJpI3EwJz7wyPrfCOwbpsJCF8YJA=
4280,5,AvPk7IjVu/cLgde9oXHNBTO+Nrc0cf0M5bBZ5tIbEK8=
4281,15,AvQSYlMMiYYNMDd+wAuwT0B2yiPuNxGDxai/B4rrWII=
4282,18,AvVL5i/Z4b4CpUPWTitv5ZGvVwHfBPCrhxGWycNWF2U=
4283,4,AvisJZFnb5vENj254x81NJ0hHFhN/WcpRs47wVK6nxE=
4284,15,Avl4BpFGTD90Ak1cwN64FJNt6Rj9hypLrr81+zahy8k=
4285,17,AvmnHnJ/LT+cURxsmd04lmFiIgzndiVPb+m3uWyLbkA=
4286,17,AvpKtEHVeuTAIga5tUdNJHtJjID4o4ZQVy9EM3ceZok=
4287,3,AwFYE7hg/fL7SPF2TVxAaz5wfH2JxwCRm105Q5xZih0=
4288,17,AwVnRTyTzPAmTq8PnTe7xWBo0tQKidimjGpUtgPIslA=
4289,14,AwsiV2849CwsMDy+6tqsZEM3qgWfOw2Vnl3EGmS4ugI=
4290,10,AxOzYXbGb19IQQlQ/YGnVY884QIMY68NqNi18TBHk9s=
4291,14,AyLluAjcv++USVU/cgONguzYFfFeSosTW9c35KjJTPU=
4292,18,AyN8nZVnuR2xkmVUCp+6OoHyuteRzx8KuJv5YFxZVvY=
4293,1,AycFd+5v2Gepb4AD56Uk1YOX84TX9wa1lAjCyGhPijU=
4294,2,Aym1zhXRIVRoBAYNJNjBPtfXJII93KuBtfrsZyA5lXU=
4295,18,Ayq9ysDpWBvBsdPK7aidw14JYOtHMpNC7LexTDnB2fg=
4296,2,AyvO2nm/i/h2H/HX3/vDJCwlOysYA4xye2mQo4SWZiM=
4297,9,AzCm70xj/3+CkLCH6fOLBIukTsnp1Hi1ZLXa9NRsipA=
4298,2,AzMCuiiu4dHplEaZPGAynTO8LDfRAIi8X+5sXwjbI7I=
4299,3,AzTnn176CxnTuvWT0a43U043Heu7tXq2V+sboWNkQA4=
4300,2,AzXH9mLAWdwlc1TicVxkuL0QpTGgtMtOFMUlAu7PhH8=
4301,2,AzZEHNKrDpTqTDYYdsho+24eUlK0bigsNMEjo4EfFzU=
4302,9,AzfMe9Jnw36BLa8Bn7wXWejKiGnHiZTez5nSBYWJbjk=
4303,11,AzjWWaC3QPcZn94BlhBTrLlZYPsJFmTHrktkWrYkSq0=
4304,3,Azz7DTejzI4MPY2+mLnzDu8GcN/gdoBkC4ncxx+Y+Ss=
4305,13,B+F16wFA4BfGyaM0+5JB8hoxCSkdm0b6gb3Ztfx7UaI=
4306,1,B+IiFsMyRBYG2BhfVRD4TxVv8tmnWyjwG4D2wEg5nqo=
4307,7,B+VxFtfzaMGeX/44GsC3Zedo9EIFs77Y3PlMuL12gHk=
4308,2,B+lIWKc00ZEhiv8L1ypAGqzGo/JGZr7riF5LpW+FahQ=
4309,15,B+z0QsHLaYIUro6Etsg8yIY3fGWKCwjmkTmh0Jtrld4=
4310,18,B/EXVn+STSm9L5yIhlqmc5pgXpKmwKOYqds5Lw0tilA=
4311,3,B/N3jmsYqxNNbkj1aNEwnijSKP1Vj+kIXzEHx3g43sQ=
4312,5,B/oiBK8m+AvVq9B/czf4WyePk0e05eH/neLkpRd0fAI=
4313,12,B/r5bUM4R7DyFpbGVrmXN8gCMDpVHgN2rhyJB6lrhJQ=
4314,5,B/uqh5q26VVmtJSsuN+iS4lxjDle41DYtzgKYuvibt8=
4315,5,B/wRgN7GRfDNGvsvjoA97MIFvlNkx52eMz8rGhK/P9M=
4316,3,B03FouVNe9bYaHEI85VVO8Rz62dXHLO+aHvUayiWYEI=
4317,5,B0AoDUAjURMAjU0Mv7eB3psQxmJsvwY2/l30WR3c0fE=
4318,17,B0UlspFQiOez3NFxVJ5UWWW+h82AcPpi/37tuZuYo5c=
4319,3,B0Y/TeU8cv8UyBszq+0edlROjRj+01G0GAs83+SRnNI=
4320,13,B0hiY/0Qcx0vENK8tPZZs3l62RDdrqdzLRLV25OkRFU=
4321,13,B0ncmPJ/0oRTs21toOILr2gVIQafYyorOkO1TJjEOjc=
4322,13,B14Thl6p2fkkE10+Jq2KXliDLa7LLQX6b5kEvkVzylw=
4323,17,B199UtZpGtRoylTqueju5cwzqliBfy8iHLSMumSjW6g=
4324,3,B1QsmOETIECWV8zo49nHfWe+N+655fVc5jxM0okb3ww=
4325,18,B1U3gHFwOm3ZaumDBbEN9wEHiXLv5yziEAAEV+uYxrc=
4326,18,B1ViJvIK0I+BOPXcoyj7Jl3W5oCKUnxLplxfWI/Yy+E=
4327,2,B1Z5Fn3eBVaID2cmHJxPjp7qw2VOhqYYtraYSxY4R44=
4328,11,B1vG2f/1wCBHC2Dp5aDqGjSgOq7+lQL1pR6/xT/FZIM=
4329,18,B28nRCmrMDK5ykQOefAZMVHR2msgMg24QpOg0A3GAJ8=
4330,18,B2Bj6if0bb04UEvQzpaLl5p+jXGI5g8DP76KPlKuUe4=
4331,12,B2Jg5ztcPJDRDy83Ixt8/qMLPnuExIKPqr6s0zpD12o=
4332,4,B3AfepsE85BzsRU1EWX8sO8lLDXuUyfWsaJNFHAQ++s=
4333,17,B3f8Zm9clW5ZQ4rn4B6v/Z1no/krXIZJI68DgGv6Cew=
4334,7,B3xSPhNfVL00ExuH4AwrNHf5vI8fPJ67qLg3RSxH8Og=
4335,3,B40nsZvOtYl3dLsVTHcHFekDr1aV54ZEzC6z3vhr5PE=
4336,13,B4DGuJaoXw6rotFQnPDg6pnnuALUyhKED5aNOOgQQdM=
4337,5,B4P1g6sGBILzGhelH/YKkfpkFgWfn/LgS4KgU+bEaD0=
4338,9,B4lvB8NC13LvQYF7PXBm6JkyTcQKN4FLJYHyq4wzMNw=
4339,3,B4x1NHZ/qj4lLDnIOJ+w1bdQrTYbxcyPIs35Zyh3y1k=
4340,20,B4ydNvTMhxCpnFdPQ+gnufJbfvGwqwAjyund3LppYHA=
4341,2,B5+9xhKhXNmX0mtrhU54WUvfNr3f1e8vwm8fDRuRBW0=
4342,7,B53OwAxtN0B/xJetRpntUqSwMBeHPjSUvhzQkAAmyvk=
4343,2,B5QdETXIYCjjaRyO8hdBFsXTXc+EpRf4XeMuv4zmH/k=
4344,3,B5kFqvkOm929VniPy4Mbh6TqlAeqWbLIlet2esDeHaU=
4345,3,B5tRA+axx0l/uVy1ggfdsfB4OlulVmdEO9fCSpBYK3s=
4346,17,B63rdQh7yhkAzio3WBhkW7dWNGCZLX0WsdYGAe3pMeg=
4347,15,B66G263jMg+OClsz/opN1+MLOxv5t5oFXDpXF/XM8G8=
4348,2,B6gGp1uNb3s5oNhIXJLs3fNPKveBeHI72iOawt5mEHo=
4349,3,B6nr0/MJpw73Jd241vBGgozYm/r1LjSnpTR+XPFRuTs=
4350,19,B6uvE8VUpyKVw8H+ruyFse78Npf/ahRG4ivIhYkuVUk=
4351,10,B7Ke71NXzLGQh/6yuP9leSKhisCmxh8Ddr0xl6pZ3l8=
4352,10,B7QRUY4qUXozNPgv+rbjQwTa/wxWES1HX6oFGv464h0=
4353,3,B7fMlCckpy8U4aQHr7VyBcCoxfKTtHrFYiPFSwPh7J4=
4354,5,B7h2cLrN4mDgYLEVoLG4iyvPekN6bme2B+1eGXOqHzY=
4355,5,B7iSErom/0YcmbotuxamfmFmj0FLGl5JZE/DG/XgKlE=
4356,3,B8AwHgWefnddceuKQdB07vVPTDIOS92JvvtP2srrPsM=
4357,10,B8D+sxd+bGPQffkPbSyAMyrWeTMqPVo1Za2JJlCPJ+k=
4358,7,B99Vn35sDRSGA8/lAL7rY3W1QiHl9g9ZkwUjLbyDvuA=
4359,5,B9BSFzra+JI2fM+dP0zA2LbCVbTGeBV7L0KbgfXo6+Q=
4360,2,B9KN7U7coyBrhRw1u9IW/79jVAJu67I9z7EowcVm4xg=
4361,13,B9TmY43ERQy7ECFu1TrbeZ6Qwlil7d5qd2mFeRFQlwQ=
4362,5,B9pRS7aXZK4xqwwezzNhiCi1B5Dd54EGXJbUbboK+lM=
4363,13,BA9TSWaHz7g8kL/Qt5u5qnvlkbPf5evGmfBnQh1qf9o=
4364,15,BAN2f6KT+KXSbD3Tnau6aKDDAIF/tiBo4kMRFdArFXc=
4365,13,BASPgT0R2k+kf4DNGy1xsd3Wwx6jb1ABqakgsGRQw9c=
4366,17,BASy+IxNOhtptgNuGnJS9d5K8AONqaq7KIvEcpq36YE=
4367,15,BAfPoGtyQfeRe62aakfiwYLTqJzBDsAwYRcyCEAd+ps=
4368,7,BAnJmLLiLmK1WoT2zcDFbKxaVygV4C9q+eJwD4g8hck=
4369,4,BBC33MuCv1/HxLyrXcEWu6nZcnyoh/iMB4SFAqlLuE8=
4370,7,BBox7sGGCdPkB12i3nWaMAv/ggYUEtfOWKkrbRMb3gk=
4371,10,BBtUEs+pHr0Ur0IQRW2tyCYU/8o2Gtbk8eFK0Yqvtc8=
4372,9,BBugHtekERrj5yOTS8dBBNe75ZnqApjnikbswzEgjhs=
4373,2,BC6FwgoC9usImoZrn8EHUbH2YWTbQAMQecnC9RGKjQI=
4374,12,BCBQBmvVExgJ2eVFYt43lKY69zBfCnXdGmKsH7ZJj1U=
4375,15,BCBQXOyRC8nVX8mRPaTCMAn14TjQcQfeEiuk0PmQwzU=
4376,18,BCFBeNgqfmrkB/aldv4158KSylOucH7qshgcNmskRWI=
4377,3,BCHo3JPs0vnLtfv9xZZMWkYh32WlCtAGukXbf0a2uAU=
4378,3,BCJsCtqhyJvEUdMFpC/IgL7Qz8NeS/cj2ojMr9gte7I=
4379,3,BCKNKRPlm2tX2PMOn/J4AM57WXC+D4sCK94gVcWDhQs=
4380,5,BCRaRkps5gerQgoqWyEm7p92Yd7MW6VKm19Rq9G/IEk=
4381,5,BCRmzNoygUD3MSlIa22PD3+dVb2aMF0qCiSMhJpVz6w=
4382,5,BCdrfGy1xnSgA4xiW9/SRFyWKxaccP6kDLwgTrjQyLk=
4383,3,BCxU1qMcsXlQ/UjrJJj91xeCobT5y2f+pOWOzmBo9j8=
4384,2,BCxqyGf4UdB7eZfuKXkcEZ0kChFPfCZXxuSCct246yE=
4385,17,BDzPxTyYtgPnDHuXYZMs0YJ12ljjEx0zmkC/jIs3wHw=
4386,2,BE5BkeQSVK59Wvu/TMwja/wgoXkLejHmq1uIJbvwWig=
4387,3,BE5kDeZbVkGNkOm3QAvReRk7SN6DmPIusFXJa0+Bq4g=
4388,2,BETFXw4mkmD3Borsh8K69OyeplURW8d1S24ht1iQVhg=
4389,11,BF/EbdrrG4SACpAFQKxO+GbRiZi6lSrEBcy/3Mvlzso=
4390,5,BF2zGDppjD3AuHDKzCR4R56pN0XRIWmNPLrdcypwDcY=
4391,5,BF3czelH02PK9cYsUtU5X4bENU+pZKgtntWvisDXFCc=
4392,18,BF97sQNyf77oqUSZH1SZHvJLbSUqhk88Zv/7BD1/ed8=
4393,5,BFrfUVtiCO+3zbSTiQLIaMoua+Y4MokvkeSsSk2/1p0=
4394,10,BG7XESbu/b9ooTOykFtwQUYZbqRQ8OPmFhxPCyDWLDo=
4395,2,BGA5lNaY0jUu7oGcOM28KSiMCQJNewTwiQkVMYCriv0=
4396,2,BGEloTqMDKJ27Zdgkg/IOLnnlqQA6DYra2Rr+lBRRrQ=
4397,4,BGFI3pS0qwoq+nwfzLgwXhR8+mw/8Ish6DTlN5DY/iE=
4398,0,BGdkZxQgbctifoJJ+vlRE6r7pD22OESksvBKabHpc0o=
4399,12,BGo4Oilb0i8FCeZOLUPIFGkW3RWDwNuMoixfq+Mmekk=
4400,2,BGrqaY1yM37j8ydHwU44l2SZqBh74Hy/ifqkTUhUOPI=
4401,15,BH+esxk9GQKeynnQUkYRT17q6qUbPkuZ2AixjI4iwXU=
4402,3,BH0uoXENTHs6tapDjSYyV/2G876/gsYSLqV8bzlTl6k=
4403,18,BH4duEG7itSjSJIUT0mDvcq6+4QzGbww/8y/9uz4sMc=
4404,18,BHOLRxgzEFsE1KtpOUh8y2HP7kzCTeCZx6KiGEl2i1s=
4405,9,BHUbPODBzGqEf2awuWQ2Jg1CiqVXAESPH9Hn62QkYn8=
4406,2,BHeKz+OxjudWHE/DdZ+/ZfMKNYBvgGHuzL/YulntAWY=
4407,19,BHjKT/J1x99TSVrybVJ1OAAFgBzXwn+QVl9DVu8LZYs=
4408,13,BHnjMuYnDVRXWTsrIvcIQp6o50EaL3Xizt03RNWIrfs=
4409,3,BHtvX5U3T5v6HP66BCsWtSZAXrQQoOohvCq8GWpHfZ8=
4410,15,BI62g5ikRg6+k6J6AK3jNFNeCQLaGlsmCiEOrlSUmOI=
4411,5,BIN0QAJYLdVH+u8CfJNGq7gIoGkSUL+oD2JUs7fFmK0=
4412,18,BIkb1nVAq4nXCmc//ze8L/rS2Vhje/wLuVW2gtADQWk=
4413,15,BIpzyP+PO70ccKpJuNXbHZ2RxBGR2SWtr+RCigFpAik=
4414,10,BIxMygi8FMwTc9YoumsA0fGhGrC/BMPxVMvSWDcU/iI=
4415,18,BJ0hzGvJdLe7fk3bBaXa693primsL9DLf0WDkF17X3M=
4416,4,BJ4IoqvSC7vlIZsvJE7erLTGeao40C4VSG3tBO2b9DQ=
4417,2,BJGTFvlLoplI6f7eDO2NYy3c6AvDtbYbZ52y/ba9KoI=
4418,5,BJQGRO7Prv4hJvkl5IAUuJe+0FC2WDjDQFhJcwMn0i8=
4419,16,BJaQK8/zud4synok/cj66f0nwsJh3s8Evf7KPzj9Q7E=
4420,5,BJdlO3PKNXJPqa1yyZz6QizUz5chKnP7703IHF7f9qs=
4421,2,BJz2hKuIdN7W1GzMW2SWptGSJNNn37qfVb+tG9wnqRI=
4422,18,BKE4x8FoOhpRLnZWIEOYOU98Nac8lp6Y11TtncEGIS4=
4423,18,BKKjN5daCDOFUzL8wJJPSFoY2GrBZ5x6bpa0z1yh2m8=
4424,18,BL5B+/WgMboHuY3f7uxwXRasDStDD5KiqssHGgY3J5g=
4425,7,BLG25mWiLLlTezOFuhd1xc4JHksG0KEdPbN6gOQv5mw=
4426,15,BLHBFr+GADmkqXRHpD6Hd+RGddiZjO+YIdG8OiEmkzk=
4427,5,BLkIsp82HDlsqCfF7gMXD/twM+QIgER7DKGIDbNMkOw=
4428,17,BLo5LXQ6xgHeohw1h7Op0jYC5KYw7XaR2hG0WNOKN3Q=
4429,3,BLtrDPU+BPODmhwSIGYdBxqMJKbnbAEBfWTfda1WTsE=
4430,15,BM7t3B0Kox9zBHSEAXvUeBXMRMkafN1hactsVLirYMA=
4431,7,BMEVWSlBTDJ/QvdBhMGR76dAieNUsFFDLn+CpYkzoj4=
4432,18,BMHK5+LZiCV3gvyKeo54wdHko7GgseR/H23qhiHvN6M=
4433,5,BML3VgxMXd2ARBsBrkKuKszeiIAC3OOCpxzstAqmzHw=
4434,12,BMW+oPj4Vgr5dGxE6oTZFEZpOOvStfXrlSq9/HrryoU=
4435,15,BMkSjVgh4NEbAsB70h7ZhiZVA9wiUunRGp5dp+g4IjI=
4436,0,BNK/tDq3ZEHMB+A0ccst4YxOCb9LZHePtFBANGspWws=
4437,11,BNM7x49ulzij10aJouJQGyVwJDNXmpx/41RTWV7XcT0=
4438,15,BNSYbtaNNCYfKVig95LpQJArTEx/RN2FgivSohB8r8M=
4439,15,BNnnU79uynWvWZ9BRc9sAhpO2xgocV9H3VX2kvdHjJk=
4440,13,BNxkIwFHVhZkkqNQCHCJjwxuyjG1NSkny3TLdK+Wd38=
4441,17,BOEydb9Rveew1ycBA0FWhLXHQS1SwCpA0Y2c+Y1kc20=
4442,4,BOymkf3DxiOKYsA7oBu+DebVuG10sA1u0zz4P9hafMc=
4443,5,BP4knNDOb62fdijbafciQLsFiHmblMdOp8MSbgJcqig=
4444,11,BPKBTRQOmt2ck9A0aElqNMkiMazTjIIrA+SmvqZaSLE=
4445,5,BQ2pjx+cVlAc60jl/9IHget6NIa4+OGqZS7+3mlU5Zw=
4446,3,BQ7nOoOUipsqjOBANK+ilA8F7TVaOHSI8gVPWElXsuI=
4447,15,BQC5Kt9dgg9hrSJHGIqCCdfzTAZvpAslzTgcoDnGFZY=
4448,13,BQEqF5cLV5Hr1pTirbgzBxAU5A/bStfWLUfabGi7pGY=
4449,10,BQt2+BMw+9nCp1n+Jn9DJyrbQMpO6V0hvyEnrSpaTOg=
4450,15,BR/K3Scn0ENcQ5sRRs3yWzE9WxuDtYdFuL0vBD6M+S0=
4451,7,BRF7uuRGblpb2h7KX7FXTz/hIls3lwCvO6Pf7QTQIBc=
4452,7,BRKZXqivGh/xZDattzGlSPVHlM0o+qZOngOvp+ViUmo=
4453,3,BRN1z17enIX1Lzi6zCztyiihocfxM5qEiTTQDIUXB9s=
4454,15,BRWYfGO20ZXAse4qoFskr4JtaX3cV/kafIZ6BOmji20=
4455,15,BRsCEF4+qE0ieT61L+O30m5lZuigSYsckxXpSg7YV0E=
4456,19,BSgIvUOx7lctC/OXF1csRcfLE7LDRgzsAdw5xoRkEv0=
4457,19,BSgMfYL0lM5x696Fe1pae4QCP1VAwPlhV0oPB0tmFdA=
4458,2,BSm4S0FjvyIBo6Exq/UApSeUp+IRgeMnTG/iNo4AhjY=
4459,15,BT9T8dvM4k3Xx2UZd5m+GwUnhOR5+5Q4XPbpOR5rj8o=
4460,2,BTeOsaCaKV0jlGsJ84MtDTR0CVNkseQ7C+EN2D9lzO8=
4461,3,BTfHyX8QQsMxrkPsFMMnfQcdUJAbhZk96ftdcRbRwqQ=
4462,9,BTmzX1PzJ5Xa7Wcksf7QqQII+Y98axj/ubOwZNiNZnE=
4463,17,BTnIIZTUkvW/j2Ko7DOVim1v1h8Z1EVSCt9Ni7uCuXA=
4464,5,BU5BBlWx2STtJyOwJMbF78+OeMQZniG1Zx/4VixXV9E=
4465,18,BUeLt2q/COWnEhX8Yw2+iQ0mMZyJ5LQKxFjHDbBDqDo=
4466,7,BUjqIgMZVuAH7EVd17dYOc08TV5CvSkUgWYDgN6ENqQ=
4467,5,BVjtrywpNNX+9tNCvc/ssNE1yM0mqZ3knXu64xekSq0=
4468,5,BVu7aLxL9PGiv+xYMg3Aiyo+EbFSAyNgcbkgBnGaY+A=
4469,0,BWFfvSfttoiOZ4da8KNI7eu0ZLVcqtZ2trtcV2vUCKI=
4470,10,BWP8iyQCO3jPIABVTh2dnvp/JYGNUb0MsCkR/VUX4Ro=
4471,5,BWQrudLbbAc0nPVw+x31To2jVmF0iGPNeOt0+v0lpzc=
4472,4,BWZjORiW1Hkg9fI5fs4L1alzuyZ1v4R4CSrNYxreySI=
4473,18,BWhUMN4iUIkzIeZPmgm3H81FnZJOtByiCT/D1IhN6Hg=
4474,17,BWpn/AfjYyK9DSC3qIhkhiOTaL6T+tyvOyRiLzunYoQ=
4475,10,BWvJ7aCwc7jOSzVWVWgPhXpudfy+Erf1kdV+ek0HIvs=
4476,17,BWywHvahRlKa47fCsWT0S09zEgsrse2cI37cF7pVbIU=
4477,9,BXU94hYDsOXdGtKcvyHGrbsPEQImGeX5BMiUWtPB7Pc=
4478,5,BY0+4AMk9HVpk0lWivdooU1s3LXWC3OwW/0jAP18BRo=
4479,15,BYE42U3eN3wrgi3h5NeBqu+5lnj5l5hEQDJkoyaginU=
4480,7,BYHbaF/xn72NzCdswnoCmNAH0OuEtbUPHeKA7B3+QUA=
4481,9,BYRn/j9OeOPI6+CvL9mHHqDCVT5Pm02gR6tEPSZ5CEU=
4482,5,BYgdFCDxl1uADnO8VAeW2fsg6E9L2DPilnwIKfo+flM=
4483,5,BYmDKuzFxGUQJxDDi4Fi6n5Gv4g1kJ8x6/pCpxybwzU=
4484,9,BZ1D/nCH+5eZdT9kGXRHYX7BmCkl5HMbAx6NQ8VPsz4=
4485,7,BZWsdy3ZCBmVvH7BY7EJYNdYF883Y3iKLkGD9OTB/AA=
4486,3,Ba/Itb4VzLULtVEOTZVfPEjWMxFcWi4p7nt7BUJnGIQ=
4487,13,Ba4jmm3yzZ9X3gZqQq9i0jc41T/Uvf8dZkC4PhU0vuw=
4488,13,BaEfzYayc0SB8J7/clXZy/KpsvwUoJyZiaP/udl3eJo=
4489,3,BaIl7Nz/FGoVNWKkXX8pezq+N4rAxx3Nt6Lle/om0qQ=
4490,3,BaMZfa2pRZMBEdM187zsTU+Lp9Hnv9MXcX9AKQ/Th3Y=
4491,17,BaMswzyVOyPkxIYcWswFnwRch0klAajgBXsV6KzzZtA=
4492,2,BaW3ZVr7BVnOVL3FytmK7RADGQXNN2tIlkIpiuoX+60=
4493,3,Bb1jVigF8Bxl480X33baeVwFhIgDbTv2M2Nr2MTkojU=
4494,3,BbN7E9Let+G2bJwhvcIq5qykmCk4iu/TN8xrZcWvddw=
4495,3,BbNTTPzBF5YgHmT8HJ4Fq14MIz+BicJ90kIRvQMqgHI=
4496,3,BbTX+aJDQaY39i0ygxp8gU2LgzM2aNHYONH6NCX5RjM=
4497,3,BbhKrcyyy3kj+kwmtjvngJdVEtVi0d6+gKsjuyvukSs=
4498,17,BbrfNu2OiWi+yrbtEjMS7q4A4XW9uCtuwMt2+YkbkO0=
4499,3,BcNnuvBikiLmDlUoMK0JpxxPBWMuGc6sVBbdnBSQoYc=
4500,3,BcXenyIuuoJq0blx5zCO8djYrGaOOWT/ZjczYUqvnQU=
4501,13,BcZDNjRuaLPaO6nHhP2y8gR5+wIjuz21C9gKOvC69oc=
4502,9,BcxM9QCS4+bkMqNHvlCwT6Q91D1lDSaIp7CVoliYbJc=
4503,3,Bd+YQDjRpvOo/HpL0mBrLtptcMcrXsXDHyfdWL3esic=
4504,2,Bd/dGrfCwngrSoT4YXMy6ASH7By+GhkXcCNn0sHIz94=
4505,2,Bd2TtLkDlgN0GrZanS3ZaVy0fuz+idRjeg2ia4Zl4Qk=
4506,5,Bd8VMcC9EVw8TnyDGnKP2KreUkB4EB0RZihC08PMMSM=
4507,18,BdFyh2EBnVUOkC5zu9CvHma/atr09koZ3A+dMGaN4Sw=
4508,3,BdHYvMYrKMwNbjct8LyKz2TexfqGjYYXUvMvgeHmgmk=
4509,3,BdRQlMIk/RIoc/ip41g0TuFoRJ6soOTWYYj3fUGNMLw=
4510,5,Bdad6NL1yHmLBFrVWqbfjXs9syOY0/cRyiTN1gJeDAY=
4511,10,Bdce/2qG17NjDjBsGRmjaQ8MYxLTxWx/uoaXzlWO148=
4512,17,Be02bq77BFiV1ShWnPpkrAdokE6fWtRP/f3Wqgp++3w=
4513,13,Be6tVUmI0R2/C+uN+MBZMGMUiL3WU1rmL2v++o1AUxI=
4514,5,BevUQiv7afii7O4b0QRg4OzKuaqLKGYdxy8IZZyRBjE=
4515,3,BfChEvizkFx2w/SmztUXv4J8y+ehRXXleRkynk3Y8+Y=
4516,17,BfEBMXDQqnB92orkDLOi2iuDF2pmMX3/jbVueKy+2j0=
4517,3,BfjoEpRkjA2A5pQVSPdsG6L9O8m0hWIL1V8G8t9TXb0=
4518,19,BfmSj6dKg4ObEf+2coAmdzO6SjQoUeQI6NIGejJV028=
4519,18,Bfom7pVMwBCy0Nnb1pAHP89C95816F836IDeFFmrAu0=
4520,5,BfrAx3+P6MiNjnqXs2X72XoomitLf978u34PO+Lxh88=
4521,18,Bg3DUvVdYuGiedkNYFqrVQeggCWGDxn8TC16pyjB3ss=
4522,3,Bg4RmY0k5iwAaksThhHZQt4YwRWIGI1X+KNiF+L/F5I=
4523,5,Bg8mKtBXicxMhXphcTLgWkko0RLO/T/MHqC/Rtg10cE=
4524,2,BgWbzaxryLGgIz7LF4Lg2Yr7RdxAkx8U0orM3R9nI+c=
4525,5,BgizXi9NArxX8cFQ1uu9g3S9lHjkYVoZWzwb7BWMmKk=
